# X	Y	time	B	Z
21.5	9.5	0.3166666667	-5.674796543	0.7529822744
21.5	9.5	0.325	-5.655107918	0.7667120999
21.5	9.5	0.3333333333	-5.647232468	0.7752241368
21.5	9.5	0.3416666667	-5.635419294	0.7884050857
21.5	9.5	0.35	-5.623606119	0.7958183805
21.5	9.5	0.3583333333	-5.59210432	0.8188850412
21.5	9.5	0.3666666667	-5.533038447	0.8422256457
21.5	9.5	0.375	-5.493661198	0.8534840433
21.5	9.5	0.3833333333	-5.450346224	0.8639186315
21.5	9.5	0.3916666667	-5.387342626	0.8787462102
21.5	9.5	0.4	-5.324339028	0.8952223964
21.5	9.5	0.4083333333	-5.26133543	0.910049975
21.5	9.5	0.4166666667	-5.139265958	0.9336655122
21.5	9.5	0.425	-5.123515059	0.933940445
21.5	9.5	0.4333333333	-5.127452784	0.933940445
21.5	9.5	0.4416666667	-5.09988871	0.9402559867
21.5	9.5	0.45	-5.009321037	0.9520632608
21.5	9.5	0.4583333333	-4.824247968	0.9699121329
21.5	9.5	0.4666666667	-4.698240772	0.9828181491
21.5	9.5	0.475	-4.599800874	0.9872111394
21.5	9.5	0.4833333333	-4.560423626	0.9894086236
21.5	9.5	0.4916666667	-4.489538128	0.9938016139
21.5	9.5	0.5	-4.363537381	1.001764774
21.5	9.5	0.5083333333	-4.115470389	1.015769533
21.5	9.5	0.5166666667	-3.709862151	1.029224425
21.5	9.5	0.525	-3.524811656	1.036912653
21.5	9.5	0.5333333333	-3.036514421	1.048444005
21.5	9.5	0.5416666667	-2.922317174	1.050916422
21.5	9.5	0.55	-2.867201926	1.052567997
21.5	9.5	0.5583333333	-2.753004679	1.056959009
21.5	9.5	0.5666666667	-2.493101937	1.067392608
21.5	9.5	0.575	-2.38680594	1.067669519
21.5	9.5	0.5833333333	-2.39467494	1.067392608
21.5	9.5	0.5916666667	-2.39467494	1.066571766
21.5	9.5	0.6	-2.414347439	1.065197102
26.5	9.5	0.008333333333	-3.914617395	0.1810004929
26.5	9.5	0.01666666667	-4.06032289	0.1799017508
26.5	9.5	0.025	-4.430488379	0.1908862046
26.5	9.5	0.03333333333	-4.780932994	0.2147756856
26.5	9.5	0.04166666667	-5.064449186	0.2389400994
26.5	9.5	0.05	-5.26133543	0.274087978
26.5	9.5	0.05833333333	-5.332214478	0.297978448
26.5	9.5	0.06666666667	-5.4149067	0.3235155477
26.5	9.5	0.075	-5.470034849	0.357839617
26.5	9.5	0.08333333333	-5.462159399	0.3809052887
